OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Shape_Leng,zone,LocationID,borough,F_id,internet_a,level,name,network,operator,public_tra,railway,railway_re,short_name,start_date,station,subway,wheelchair,wikidata,wikimedia_,wikipedia,FID_1,network_wi,operator_w,owner,owner_wiki,opening_ho,gtfs_stop_,source,note,platforms,internet_1,name_en,name_ko,name_ru,wheelcha_1,addr_city,addr_postc,addr_state,name_es,name_nl,name_pl,alt_name,image,descriptio,addr_stree,check_date,website,name_zh,name_zh_Ha,departures,departur_1,payment_om,addr_house,air_condit,old_name,payment__1,toilets_wh,name_pronu,check_da_1,name_lt,location,disused,disused_ra,toilets,toilets_ac,old_name_r,operator_s,Shape_Length,Shape_Area,pickup_by_zone_csv_LocationID,pickup_count,pickup_by_zone_csv_Borough,pickup_by_zone_csv_Zone,pickup_by_zone_csv_service_zone,LocationID_1,dropoff_count,Borough_1,Zone_1,service_zone
236,2,235,236,0.044251922309900,Upper East Side North,236,Manhattan,node/462004948,wlan,-2;-1,86th Street,NYC Subway,New York City Transit Authority,station,station,397,86 St,,subway,yes,limited,Q2612205,,en:86th Street station (IRT Lexington Avenue Line),node/462004948,,,,,24/7,,,no in-station transfer between platforms,,no,,86氩堦皜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14269.182972781862000,0.000102864345211,236,169973,Manhattan,Upper East Side North,Yellow Zone,236,176501,Manhattan,Upper East Side North,Yellow Zone
237,4,236,237,0.042212600338800,Upper East Side South,237,Manhattan,node/597928315,,-5;-4,Lexington Avenue鈥?3rd Street,NYC Subway,New York City Transit Authority,station,station,223,Lexington Av鈥?3 St,,subway,yes,yes,Q2585850,,en:Lexington Avenue鈥?3rd Street station,node/597928315,Q7733,Q1146109,City of New York,Q60,24/7,B08,,,,,,霠夓嫳韯?鞎犽箘雺?63氩堦皜,,,,,,Avenida Lexington鈥揅alle 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13583.330541062087000,0.000095987320662,237,194813,Manhattan,Upper East Side South,Yellow Zone,237,177268,Manhattan,Upper East Side South,Yellow Zone
238,4,237,238,0.060109311403300,Upper West Side North,238,Manhattan,node/260302471,wlan,-2,96th Street,NYC Subway,New York City Transit Authority,station,station,310,96 St,,subway,yes,yes,Q2076201,,en:96th Street station (IRT Broadway鈥揝eventh Avenue Line),node/260302471,,,,,24/7,,,,,no,96th Street,96氩堦皜,96-褟 褋褌褉懈褌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14382.090990305833000,0.000184763693765,238,76143,Manhattan,Upper West Side North,Yellow Zone,238,84337,Manhattan,Upper West Side North,Yellow Zone
239,2,238,239,0.063626115295800,Upper West Side South,239,Manhattan,node/1793478711,wlan,-1,79th Street,NYC Subway,New York City Transit Authority,station,station,312,79 St,1904-10-27,subway,yes,no,Q2524318,,en:79th Street station (IRT Broadway鈥揝eventh Avenue Line),node/1793478711,,,,,24/7,,,no in-station transfer between platforms,,no,79th Street,79氩堦皜,79-褟 褋褌褉懈褌,,,,,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,18448.892729812767000,0.000204715440774,239,103753,Manhattan,Upper West Side South,Yellow Zone,239,104706,Manhattan,Upper West Side South,Yellow Zone
240,0,239,240,0.146069764379000,Van Cortlandt Park,240,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45816.143591940861000,0.000722130920707,240,127,Bronx,Van Cortlandt Park,Boro Zone,240,293,Bronx,Van Cortlandt Park,Boro Zone
241,2,240,241,0.068764577764900,Van Cortlandt Village,241,Bronx,node/4248884822,,2,Bedford Park Boulevard鈥揕ehman College,NYC Subway,New York City Transit Authority,station,station,380,Bedford Pk Blvd鈥揕ehman College,,subway,yes,no,Q2612169,,en:Bedford Park Boulevard鈥揕ehman College station,node/4248884822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21981.491422897725000,0.000254676975920,241,725,Bronx,Van Cortlandt Village,Boro Zone,241,1339,Bronx,Van Cortlandt Village,Boro Zone
242,2,241,242,0.138136446433000,Van Nest/Morris Park,242,Bronx,node/2013653491,,2,Westchester Square鈥揈ast Tremont Avenue,NYC Subway,New York City Transit Authority,station,station,363,Westchester Sq鈥揈ast Tremont Av,,subway,yes,no,Q1937702,,en:Westchester Square鈥揈ast Tremont Avenue station,node/2013653491,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42718.632379943869000,0.000360072450014,242,666,Bronx,Van Nest/Morris Park,Boro Zone,242,1340,Bronx,Van Nest/Morris Park,Boro Zone
243,6,242,243,0.094331499936400,Washington Heights North,243,Manhattan,node/1345137280,,-1,Dyckman Street,NYC Subway,New York City Transit Authority,station,station,144,Dyckman St,,subway,yes,no,Q2219277,,en:Dyckman Street station (IND Eighth Avenue Line),node/1345137280,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26623.692942823294000,0.000438377341503,243,3872,Manhattan,Washington Heights North,Boro Zone,243,10522,Manhattan,Washington Heights North,Boro Zone
244,6,243,244,0.080568604459900,Washington Heights South,244,Manhattan,node/592003470,wlan,-2,163rd Street鈥揂msterdam Avenue,NYC Subway,New York City Transit Authority,station,station,149,163 St鈥揂msterdam Av,1932-09-10,subway,yes,no,Q2612725,Category:163rd Street 鈥?Amsterdam Avenue (IND Eighth Avenue Line),en:163rd Street鈥揂msterdam Avenue station,node/592003470,,,,,24/7,,,no in-station transfer between platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22095.807612911416000,0.000359702747951,244,8462,Manhattan,Washington Heights South,Boro Zone,244,17701,Manhattan,Washington Heights South,Boro Zone
245,0,244,245,0.095983059660400,West Brighton,245,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30323.208834959856000,0.000466175414294,245,18,Staten Island,West Brighton,Boro Zone,245,49,Staten Island,West Brighton,Boro Zone
246,1,245,246,0.069467193743700,West Chelsea/Hudson Yards,246,Manhattan,node/7524708177,,-3,34th Street鈥揌udson Yards,NYC Subway,New York City Transit Authority,station,station,471,34 St鈥揌udson Yards,,subway,yes,yes,Q4635443,,en:34th Street鈥揌udson Yards station,node/7524708177,Q7733,Q1146109,City of New York,Q60,24/7,,,,,,,34氩堦皜-項堧摐鞀暭霌?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32943.153009413836000,0.000281298327076,246,75405,Manhattan,West Chelsea/Hudson Yards,Yellow Zone,246,83819,Manhattan,West Chelsea/Hudson Yards,Yellow Zone
247,6,246,247,0.092967858227100,West Concourse,247,Bronx,node/2013618448,wlan,-2,167th Street,NYC Subway,New York City Transit Authority,station,station,218,167 St,1933-07-01,subway,yes,no,Q1888415,Category:167th Street (IND Concourse Line),en:167th Street station (IND Concourse Line),node/2013618448,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28537.305278711083000,0.000205617157843,247,1521,Bronx,West Concourse,Boro Zone,247,1971,Bronx,West Concourse,Boro Zone
248,1,247,248,0.056919116767100,West Farms/Bronx River,248,Bronx,node/692737214,,2,Elder Avenue,NYC Subway,New York City Transit Authority,station,station,369,Elder Av,,subway,yes,no,Q2618248,,en:Elder Avenue station,node/692737214,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17463.690220542932000,0.000149592769799,248,679,Bronx,West Farms/Bronx River,Boro Zone,248,742,Bronx,West Farms/Bronx River,Boro Zone
249,4,248,249,0.036384343650000,West Village,249,Manhattan,node/5106257816,,-1,Christopher Street鈥揝tonewall Station,NYC Subway,New York City Transit Authority,station,station,323,Christopher St-Stonewall,,subway,yes,no,Q638007,,en:Christopher Street鈥揝tonewall station,node/5106257816,,,,,24/7,,,no in-station transfer between platforms,,,Christopher Street鈥揝tonewall Station,韥Μ鞀ろ啝韻?鞀ろ姼毽姼-鞀ろ啢鞗?鞀ろ厡鞚挫厴,,,,,,,,,,,,,,,,,,,,,,Christopher Street鈥揝heridan Square,,,,,,,,,,,袣褉懈褋褌芯褎械褉-褋褌褉懈褌 鈥?楔械褉懈写邪薪-褋泻胁械褉,,11942.945234780087000,0.000072215595773,249,89083,Manhattan,West Village,Yellow Zone,249,71858,Manhattan,West Village,Yellow Zone
250,2,249,250,0.079626346545400,Westchester Village/Unionport,250,Bronx,node/2013653493,,2,Zerega Avenue,NYC Subway,New York City Transit Authority,station,station,364,Zerega Av,,subway,yes,no,Q2509975,,en:Zerega Avenue station,node/2013653493,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26553.602693850517000,0.000240975845956,250,629,Bronx,Westchester Village/Unionport,Boro Zone,250,919,Bronx,Westchester Village/Unionport,Boro Zone
251,0,250,251,0.137711161100000,Westerleigh,251,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41647.791356473186000,0.000625754983157,251,7,Staten Island,Westerleigh,Boro Zone,251,58,Staten Island,Westerleigh,Boro Zone
252,0,251,252,0.158004373564000,Whitestone,252,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56903.516054908156000,0.001025264060570,252,228,Queens,Whitestone,Boro Zone,252,935,Queens,Whitestone,Boro Zone
253,0,252,253,0.036051499819200,Willets Point,253,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10199.152605555231000,0.000078339576119,253,11,Queens,Willets Point,Boro Zone,253,57,Queens,Willets Point,Boro Zone
254,4,253,254,0.085886375486100,Williamsbridge/Olinville,254,Bronx,node/3636738408,no,2,233rd Street,NYC Subway,New York City Transit Authority,station,station,418,233 St,1917-03-31,subway,yes,yes,Q2531232,Category:233rd_Street_(IRT_White_Plains_Road_Line),en:233rd Street station,node/3636738408,,,,,24/7,,,,,,,,,,Bronx,10466,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27351.842768275023000,0.000360040216032,254,1203,Bronx,Williamsbridge/Olinville,Boro Zone,254,1703,Bronx,Williamsbridge/Olinville,Boro Zone
255,1,254,255,0.062384199766400,Williamsburg (North Side),255,Brooklyn,node/2013890874,yes,-2,Bedford Avenue,NYC Subway,New York City Transit Authority,station,station,120,Bedford Av,,subway,yes,no,Q2283660,,en:Bedford Avenue station,node/2013890874,,,,,24/7,,,,,no,,,,,Brooklyn,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19598.960498814326000,0.000172309184842,255,8892,Brooklyn,Williamsburg (North Side),Boro Zone,255,12888,Brooklyn,Williamsburg (North Side),Boro Zone
256,3,255,256,0.067914966960300,Williamsburg (South Side),256,Brooklyn,node/597937471,,-2,Lorimer Street,NYC Subway,New York City Transit Authority,station,station,121,Lorimer St,,subway,yes,no,Q2350435,,en:Metropolitan Avenue/Lorimer Street station,node/597937471,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19773.138123648179000,0.000168611097013,256,6057,Brooklyn,Williamsburg (South Side),Boro Zone,256,10919,Brooklyn,Williamsburg (South Side),Boro Zone
257,2,256,257,0.058669025979300,Windsor Terrace,257,Brooklyn,node/591991897,,-2,Fort Hamilton Parkway,NYC Subway,New York City Transit Authority,station,station,242,Fort Hamilton Pkwy,,subway,yes,no,Q1815835,,en:Fort Hamilton Parkway station (IND Culver Line),node/591991897,,,,,24/7,F26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19023.464846318158000,0.000138909473210,257,542,Brooklyn,Windsor Terrace,Boro Zone,257,2049,Brooklyn,Windsor Terrace,Boro Zone
258,3,257,258,0.089013378769300,Woodhaven,258,Queens,node/1832002648,,2,Woodhaven Boulevard,NYC Subway,New York City Transit Authority,station,station,83,Woodhaven Blvd,,subway,yes,yes,Q1877937,,en:Woodhaven Boulevard station (BMT Jamaica Line),node/1832002648,,,,,24/7,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28070.586072368198000,0.000366209617143,258,853,Queens,Woodhaven,Boro Zone,258,1619,Queens,Woodhaven,Boro Zone
259,2,258,259,0.126750305191000,Woodlawn/Wakefield,259,Bronx,node/3635999512,,2,Wakefield鈥?41st Street,NYC Subway,New York City Transit Authority,station,station,416,Wakefield鈥?41 St,,subway,yes,no,Q2513528,,en:Wakefield鈥?41st Street station,node/3635999512,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38709.941847107009000,0.000394552487366,259,680,Bronx,Woodlawn/Wakefield,Boro Zone,259,927,Bronx,Woodlawn/Wakefield,Boro Zone
260,4,259,260,0.133514154636000,Woodside,260,Queens,node/276233212,,3,61st Street鈥揥oodside,NYC Subway,New York City Transit Authority,station,station,456,61 St鈥揥oodside,,subway,yes,yes,Q2611963,,en:61st Street鈥揥oodside station,node/276233212,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43546.572096443393000,0.000422345326907,260,2227,Queens,Woodside,Boro Zone,260,3313,Queens,Woodside,Boro Zone
261,6,260,261,0.027120456361600,World Trade Center,261,Manhattan,node/597928296,,-1,Rector Street,NYC Subway,New York City Transit Authority,station,station,329,Rector St,1918-07-01,subway,yes,no,Q2415223,,en:Rector Street station (IRT Broadway鈥揝eventh Avenue Line),node/597928296,,,,,24/7,,,no in-station transfer between platforms,,,Rector Street,霠夗劙 鞀ろ姼毽姼,袪械泻褌芯褉-褋褌褉懈褌,,New York,10006,NY,,,,,,"The Rector Street station is a station on the IRT Broadway鈥揝eventh Avenue Line of the New York City Subway. Located at the intersection of Rector Street and Greenwich Street in Lower Manhattan, it is served by the 1 train at all times.",,2023-11-02,,,,,,,,,,,,,,,,,,,,,,8871.575100654910800,0.000034342323165,261,21112,Manhattan,World Trade Center,Yellow Zone,261,22202,Manhattan,World Trade Center,Yellow Zone
262,0,261,262,0.049063623154100,Yorkville East,262,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14451.833478402577000,0.000122330270966,262,56817,Manhattan,Yorkville East,Yellow Zone,262,60082,Manhattan,Yorkville East,Yellow Zone
263,1,262,263,0.037016625299400,Yorkville West,263,Manhattan,node/4587293106,wlan,-3,86th Street,NYC Subway,New York City Transit Authority,station,station,476,86 St,,subway,yes,yes,Q58814788,,en:86th Street station (Second Avenue Subway),node/4587293106,,,,,24/7,Q04,,,,no,,86氩堦皜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12010.483334147917000,0.000065769766417,263,72795,Manhattan,Yorkville West,Yellow Zone,263,79461,Manhattan,Yorkville West,Yellow Zone
103,0,102,103,0.014305516734300,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4394.008205008012700,0.000006330563613,0,0,,,,0,0,,,
104,0,103,104,0.021220833092800,Governor's Island/Ellis Island/Liberty Island,104,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6627.856935250661100,0.000011920533971,0,0,,,,0,0,,,
110,0,109,110,0.103946292913000,Great Kills Park,110,Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41403.143987560994000,0.000525745098785,0,0,,,,0,0,,,
199,0,198,199,0.077808500516900,Rikers Island,199,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18915.209679405340000,0.000288747549303,0,0,,,,0,0,,,
