Observation Time,X,Y,Z
2025-2-24 17:36:0,3488537.181049791,559843.4537386375,-2211935.952748142
2025-2-24 17:36:0,21812747.51151399,10256852.525282115,-14135018.057144254
2025-2-24 17:37:0,32601220.829408076,15966016.237069994,-21154794.362771362
2025-2-24 17:37:0,3488537.597134319,559844.5427073913,-2211936.4768367633
2025-2-24 17:38:0,16404158.378498834,7394675.25725095,-10615791.012994155
2025-2-24 17:38:0,8305632.059646335,3109006.018400625,-5346292.741773576
2025-2-24 17:39:0,4256369.535656375,966174.5057432952,-2711544.1270092204
2025-2-24 17:39:0,2231736.51463255,-105244.06161565307,-1394168.7301915064
2025-2-24 17:40:0,1219419.301185933,-640953.7411534858,-735480.4204731211
2025-2-24 17:40:0,713258.6909614028,-908809.451402582,-406134.73938857764
2025-2-24 17:41:0,460178.85085084755,-1042736.7389925492,-241462.74958436936
2025-2-24 17:41:0,333635.88830020744,-1109701.526564106,-159124.65466220677
2025-2-24 17:42:0,270370.11835470516,-1143181.5341092867,-117959.17706164718
2025-2-24 17:42:0,238737.85051370878,-1159922.0791424585,-97376.62415351719
2025-2-24 17:43:0,222919.50871303398,-1168294.2326410261,-87084.43640921265
2025-2-24 17:43:0,215009.96461704094,-1172478.3015045447,-81937.83438819647
2025-2-24 17:44:0,211053.3611934157,-1174570.5349245144,-79362.92787067592
2025-2-24 17:44:0,209075.9466970833,-1175617.6929480953,-78076.43209217489
2025-2-24 17:45:0,208087.71250615735,-1176142.38363222,-77433.75928083062
2025-2-24 17:45:0,207594.97252700943,-1176404.1100528536,-77113.39958807826
2025-2-24 17:46:0,207349.25596038718,-1176533.7544456718,-76953.4389995262
2025-2-24 17:46:0,207223.03299554903,-1176595.2652644736,-76870.54801505804
2025-2-24 17:47:0,207161.5915902527,-1176628.1011730952,-76830.68088020384
2025-2-24 17:47:0,207133.83566578943,-1176640.615697324,-76812.2513935566
2025-2-24 17:48:0,207117.71001401264,-1176651.5706749407,-76801.94808772951
2025-2-24 17:48:0,207106.61694459338,-1176661.100762203,-76795.72189346701
2025-2-24 17:49:0,207103.0348700406,-1176664.2350028825,-76792.95857226104
2025-2-24 17:49:0,207102.7512791874,-1176662.1026778219,-76792.91817206144
2025-2-24 17:50:0,207104.9347871216,-1176660.5906600354,-76794.03010138124
2025-2-24 17:50:0,207102.8121214183,-1176660.4414472503,-76792.57388407737
2025-2-24 17:51:0,207096.89949513692,-1176663.3549208862,-76788.96181496233
2025-2-24 17:51:0,-7159573.627536955,714027.0673569369,6204636.306240946
2025-2-24 17:52:0,-3821489.2014461933,-142706.78673414115,3358313.2286644056
2025-2-24 17:52:0,-2152450.038213986,-571076.6288475615,1935153.754821904
2025-2-24 17:53:0,-1317928.0915401755,-785259.7966044766,1223572.605338201
2025-2-24 17:53:0,-900668.4284068374,-892351.9625736696,867782.6429863349
2025-2-24 17:54:0,-692038.1591428695,-945896.6829914523,689887.394152619
2025-2-24 17:54:0,-587721.2598686842,-972669.4678661746,600938.7730549499
2025-2-24 17:55:0,-535564.4748136876,-986056.0392394287,556465.7921259925
2025-2-24 17:55:0,-509484.9867040543,-992748.02588471,534227.8086866066
2025-2-24 17:56:0,-496445.1244536964,-996094.1645221037,523108.9608716816
2025-2-24 17:56:0,-489928.0555589823,-997770.5454301608,517551.4360264987
2025-2-24 17:57:0,-486666.9172768025,-998606.3531757963,514771.45329456776
2025-2-24 17:57:0,-485037.3529084502,-999024.4473839325,513381.886339508
2025-2-24 17:58:0,-484220.563306096,-999231.0707019193,512686.17918634415
2025-2-24 17:58:0,-483814.7871145932,-999337.7307925744,512339.2020509839
2025-2-24 17:59:0,-483612.2560137687,-999391.8240676892,512166.19874718785
2025-2-24 17:59:0,-483510.1812289683,-999418.213848449,512078.34027483314
2025-2-24 18:0:0,-483459.66638997477,-999432.787376411,512036.278996177
2025-2-24 18:0:0,-483433.570845115,-999437.8427582008,512014.7401622534
2025-2-24 18:1:0,-483419.00998319965,-999436.9636872483,512002.5029708147
2025-2-24 18:1:0,-483413.98262134474,-999441.8156782312,511997.6634731218
2025-2-24 18:2:0,-483411.7725070743,-999444.7230293674,511995.59620404243
2025-2-24 18:2:0,-483409.2717414228,-999443.5313977075,511993.75272957236
2025-2-24 18:3:0,-483406.2032893626,-999440.179094739,511992.51736326516
2025-2-24 18:3:0,-483406.48586966377,-999441.753198765,511992.43096761405
2025-2-24 18:4:0,41206.16337161977,114122.22051704701,258730.17021308094
2025-2-24 18:4:0,41205.890099477954,114122.51188743886,258729.21021078527
2025-2-24 18:5:0,41206.02842323203,114122.69737441119,258729.53125634044
2025-2-24 18:5:0,41206.47401322145,114123.63089600977,258729.62976568937
2025-2-24 18:6:0,41205.68235489447,114122.07129544791,258729.95994655788
2025-2-24 18:6:0,41206.158581656404,114122.50795889672,258729.70395142585
2025-2-24 18:7:0,41206.27070738096,114123.24153963503,258729.73440694064
2025-2-24 18:7:0,41206.145181846805,114122.90675244507,258729.45020958036
2025-2-24 18:8:0,41206.50072775502,114123.98284322795,258729.06232134998
2025-2-24 18:8:0,41206.923169774,114123.95391327914,258728.4137345925
2025-2-24 18:9:0,41206.15965354163,114123.75423566278,258728.57155437768
2025-2-24 18:9:0,41206.16782609839,114122.85294938859,258728.56825321168
2025-2-24 18:10:0,41206.12881771941,114123.04925949153,258728.60711392015
2025-2-24 18:10:0,41205.70428651292,114122.98201326307,258729.4009114951
2025-2-24 18:11:0,41205.679765773006,114123.3825993615,258728.76392614096
2025-2-24 18:11:0,41205.984871220775,114122.83898062285,258728.68349144608
2025-2-24 18:12:0,41206.36345928628,114123.59026027497,258729.10019356757
2025-2-24 18:12:0,41205.96416753251,114123.13582003888,258728.8075382784
2025-2-24 18:13:0,41206.268025320955,114123.07432017502,258728.1877000034
2025-2-24 18:13:0,41206.78176308889,114123.49428097185,258728.62714537233
2025-2-24 18:14:0,41206.971868556924,114123.98550549921,258729.16010566056
2025-2-24 18:14:0,41206.67598615307,114122.51356563743,258729.47322503477
2025-2-24 18:15:0,41206.92111345846,114124.12120503958,258728.71959996223
2025-2-24 18:15:0,41205.7064678194,114122.08495617684,258729.88498464972
2025-2-24 18:16:0,41206.50193313975,114123.12309113916,258728.80070457608
2025-2-24 18:16:0,41206.38909041602,114123.4608269113,258729.7197824642
2025-2-24 18:17:0,41206.10850015003,114123.45416162189,258728.67437192798
2025-2-24 18:17:0,41205.49463149626,114122.22829837378,258728.75762815773
2025-2-24 18:18:0,41207.27033105213,114124.28715229806,258728.5537230298
2025-2-24 18:18:0,-378791.3877697317,122120.42780555066,-596567.0438292846
2025-2-24 18:19:0,-378791.4588535158,122120.62775445756,-596567.6637359485
2025-2-24 18:19:0,-378791.7355828611,122120.1772722679,-596568.3076389655
2025-2-24 18:20:0,-378792.2427918045,122118.48983184274,-596567.2471505031
2025-2-24 18:20:0,-378791.433979067,122120.05069071826,-596567.3140369281
2025-2-24 18:21:0,-378791.1185272066,122119.75714934643,-596566.1526342258
2025-2-24 18:21:0,-378790.3892157404,122121.22974831637,-596567.5890658721
2025-2-24 18:22:0,-378790.5593024818,122122.29248372492,-596569.2375031337
2025-2-24 18:22:0,-378790.3302797405,122121.49641297039,-596567.5904062614
2025-2-24 18:23:0,-378791.1039635269,122121.92735383686,-596568.6848443374
2025-2-24 18:23:0,-378791.8588898508,122119.56938267525,-596567.6458397731
2025-2-24 18:24:0,-378791.50909272116,122120.64053875979,-596568.100133501
2025-2-24 18:24:0,-378790.8866777746,122120.35758367952,-596568.2343638763
2025-2-24 18:25:0,-378792.9878655998,122119.35034052309,-596569.3406744823
2025-2-24 18:25:0,-378791.8331990568,122121.02101553258,-596569.3884867057
2025-2-24 18:26:0,-378791.6651684372,122119.96635884818,-596566.7961173877
2025-2-24 18:26:0,-378791.8255447475,122119.84311375793,-596568.6255608425
2025-2-24 18:27:0,-378791.49861493986,122120.5445495623,-596566.9993549213
2025-2-24 18:27:0,-378790.9410878746,122120.05864680585,-596567.0066932067
2025-2-24 18:28:0,-378790.70774296205,122119.52141038355,-596566.0514291152
2025-2-24 18:28:0,-378791.51608518045,122121.16556743559,-596567.9045511112
2025-2-24 18:29:0,-378791.1542672245,122121.48159114298,-596568.7816756591
2025-2-24 18:29:0,-378791.24339083117,122121.2998109537,-596568.5604070053
2025-2-24 18:30:0,-378791.0599242775,122121.77009782966,-596569.0922706947
2025-2-24 18:30:0,-378790.89955976885,122120.55946413454,-596567.2934635505
2025-2-24 18:31:0,-378791.70046153944,122119.97680989679,-596567.5412803516
2025-2-24 18:31:0,-378791.72854200285,122119.80547643479,-596567.7220853195
2025-2-24 18:32:0,-378791.70360306185,122120.25683013376,-596568.0871494636
2025-2-24 18:32:0,-378790.8108201353,122120.83862928327,-596566.6943317279
2025-2-24 18:33:0,-378790.84632602613,122120.45247713503,-596567.5292809829
2025-2-24 18:33:0,-378790.32948473375,122120.67005375799,-596566.1631840095
2025-2-24 18:34:0,-378791.3483894197,122119.83666322406,-596566.9197929725
2025-2-24 18:34:0,-378792.38032737654,122119.8977123874,-596569.4338372573
2025-2-24 18:35:0,-378791.57274380606,122120.75695527371,-596568.8464547023
2025-2-24 18:35:0,-378792.62517252844,122118.97323463138,-596567.4968722686
2025-2-24 18:36:0,-378790.71389988344,122120.0966269153,-596565.9346388206
2025-2-24 18:36:0,-378790.99389520567,122120.94433782276,-596567.832411848
2025-2-24 18:37:0,-378790.3332674829,122121.22720555242,-596567.7097514495
2025-2-24 18:37:0,-378792.52174321096,122119.87471810755,-596568.3478072509
2025-2-24 18:38:0,-378793.14265445154,122118.06030375537,-596567.9249244556
2025-2-24 18:38:0,-378792.1556055872,122118.98902327594,-596566.7572191581
2025-2-24 18:39:0,-378791.9840672342,122119.92099297818,-596567.2944265231
2025-2-24 18:39:0,-378791.8168531982,122118.44416875418,-596568.1793163642
2025-2-24 18:40:0,-378792.8632233469,122119.56734702762,-596568.5388367996
2025-2-24 18:40:0,-378790.0189012615,122119.33596638616,-596565.2677732334
2025-2-24 18:41:0,-378791.090218815,122119.0625396746,-596566.1552549228
2025-2-24 18:41:0,-378791.7588508455,122119.6471309441,-596568.7734967098
2025-2-24 18:42:0,-378791.60205474775,122119.94827295121,-596568.8574300632
2025-2-24 18:42:0,-378791.0581667749,122119.54692719158,-596567.5462816581
2025-2-24 18:43:0,-378791.9110635845,122120.02881569442,-596568.483051382
2025-2-24 18:43:0,-378792.0759382574,122119.47093886908,-596568.781209074
2025-2-24 18:44:0,-378791.7905575363,122119.92951125678,-596568.7010861263
2025-2-24 18:44:0,-378791.31744543,122120.74544508036,-596567.4295237884
2025-2-24 18:45:0,-378791.08357313555,122120.22409579929,-596567.4135788307
2025-2-24 18:45:0,-378790.94236281794,122120.85550350722,-596567.6905241832
2025-2-24 18:46:0,-378792.14191046637,122119.46541569408,-596568.0356469974
2025-2-24 18:46:0,-378791.7490314571,122119.49505624946,-596568.7660647258
2025-2-24 18:47:0,-378792.77249518316,122120.2863379496,-596569.893207632
2025-2-24 18:47:0,-378791.73557570856,122119.68060088929,-596568.2647660598
2025-2-24 18:48:0,-378791.76397267263,122120.29461131271,-596568.8332286701
2025-2-24 18:48:0,-378790.83249655645,122119.75303373512,-596567.2970267162
2025-2-24 18:49:0,5140257.946464625,26182145.5607493,-16088074.257399164
2025-2-24 18:49:0,5177842.47586557,26359613.746936657,-16193572.134216152
2025-2-24 18:50:0,5195316.155420628,26442124.68736262,-16242621.196830116
2025-2-24 18:50:0,5202745.542560664,26477200.53017748,-16263471.34446963
2025-2-24 18:51:0,-10555336.093243156,7375217.029524781,-9678797.53622993
2025-2-24 18:51:0,-15640943.96398047,10999866.927074172,-14217535.044342361
2025-2-24 18:52:0,-20618100.2734876,1303381.1543830263,-9644210.023040138
2025-2-24 18:52:0,-23648928.383874808,-6119233.844490536,-5825995.516783558
2025-2-24 18:53:0,-25161083.199648414,-9828838.21042236,-3916721.7230935916
2025-2-24 18:53:0,-25913958.643014345,-11681965.314027466,-2961919.5725353584
2025-2-24 18:54:0,-26287251.358996186,-12606886.005957492,-2484355.5515516624
2025-2-24 18:54:0,-26470824.784775887,-13067741.252615131,-2245415.2686072215
2025-2-24 18:55:0,-26559591.79480687,-13296589.549419023,-2125789.186273657
2025-2-24 18:55:0,-26601020.25085965,-13409466.454987936,-2065827.1770618781
2025-2-24 18:56:0,-26618842.190100465,-13464396.404975317,-2035693.4323278293
2025-2-24 18:56:0,-26624922.42167786,-13490380.26533369,-2020481.9875672683
2025-2-24 18:57:0,-26625189.67975918,-13501924.349311166,-2012732.5935464725
2025-2-24 18:57:0,-26622620.652020726,-13506281.468358718,-2008720.7814024314
2025-2-24 18:58:0,-449219.5193590252,172314.87667296108,-659421.2034586295
2025-2-24 18:58:0,-448065.489035639,171493.52739787873,-658392.9577368125
2025-2-24 18:59:0,-447488.63745740335,171083.2692319232,-657878.3848892078
2025-2-24 18:59:0,-447198.522885832,170877.78435952243,-657618.9448560104
2025-2-24 19:0:0,-447055.2438946096,170773.7746463495,-657491.5317939147
2025-2-24 19:0:0,-446985.3193409769,170721.24935591992,-657426.65557798
2025-2-24 19:1:0,-446947.1333865253,170696.69947294172,-657393.4914103374
2025-2-24 19:1:0,-446929.9796998827,170684.73824704465,-657378.1512812003
2025-2-24 19:2:0,-446922.3293933002,170677.70937106785,-657371.93550428
2025-2-24 19:2:0,-446917.00387886446,170673.9668172973,-657366.613430582
2025-2-24 19:3:0,-446913.5917032091,170672.32909847077,-657362.4534660205
2025-2-24 19:3:0,-446915.6661095945,170669.7221441346,-657363.8442645893
2025-2-24 19:4:0,-446913.1704571573,170671.1252707916,-657363.9887584075
2025-2-24 19:4:0,-446910.5838346807,170673.0600013214,-657362.1155327186
2025-2-24 19:5:0,-446911.2541410057,170672.18829441842,-657362.8503468856
2025-2-24 19:5:0,-446912.3796674339,170670.64980051693,-657361.2784369811
2025-2-24 19:6:0,-446908.9386703102,170673.98125214156,-657361.2909415588
2025-2-24 19:6:0,-446910.4464457361,170673.35953847345,-657362.5446468219
2025-2-24 19:7:0,-446912.24618020933,170672.52549210962,-657364.915900074
2025-2-24 19:7:0,-446914.9299863903,170669.36207199868,-657364.1648591384
2025-2-24 19:8:0,-446914.14093485754,170669.63234684643,-657364.4775033817
2025-2-24 19:8:0,-446910.1613357393,170674.00648394998,-657363.4358683452
2025-2-24 19:9:0,-446908.3362279264,170674.7578739303,-657362.2000678405
2025-2-24 19:9:0,-446911.371738228,170672.02515498575,-657362.8776715621
2025-2-24 19:10:0,-446914.20678034704,170669.21791896995,-657363.2787557468
2025-2-24 19:10:0,-446913.8865930168,170668.84633667048,-657361.8144334182
2025-2-24 19:11:0,-446910.07957461756,170671.90151036557,-657361.8738454208
2025-2-24 19:11:0,-446910.2342059938,170673.41587141927,-657362.6161030158
2025-2-24 19:12:0,-446911.8538711397,170671.88511539277,-657363.3805459365
2025-2-24 19:12:0,-446913.73799088877,170670.08690557655,-657362.8194034919
2025-2-24 19:13:0,-446916.24690798204,170669.26358110484,-657365.6626959667
2025-2-24 19:13:0,-446913.08157125395,170672.22287998375,-657364.1528523788
2025-2-24 19:14:0,-446910.15741744917,170673.5863607007,-657362.1496663913
2025-2-24 19:14:0,-446911.7472138731,170672.2117125767,-657362.6637645587
2025-2-24 19:15:0,-446912.349552664,170670.48161647495,-657363.0194059238
2025-2-24 19:15:0,-446910.61079135817,170673.66343269523,-657364.5415740833
2025-2-24 19:16:0,-446910.17276349943,170674.0215687531,-657363.5717113838
2025-2-24 19:16:0,-446910.6662274925,170673.0697322565,-657361.6005135402
2025-2-24 19:17:0,-446913.84255996626,170670.82851988848,-657363.7555352077
2025-2-24 19:17:0,-446913.03032282274,170670.83305049714,-657363.7425862178
2025-2-24 19:18:0,-446912.9584470121,170671.39462263163,-657364.1988650188
2025-2-24 19:18:0,-446908.8228030531,170674.2576904672,-657361.0196922645
2025-2-24 19:19:0,-446908.774956855,170673.60168353494,-657362.1611996517
2025-2-24 19:19:0,-446912.1319192974,170671.02105981883,-657363.2091449127
2025-2-24 19:20:0,-446914.3788936464,170669.57985020455,-657363.5843880996
2025-2-24 19:20:0,-446914.1495977966,170668.8146249133,-657362.3593495712
2025-2-24 19:21:0,-446917.9283722965,170666.59587017473,-657365.1359341964
2025-2-24 19:21:0,-446912.96954360884,170670.82940468963,-657363.0144046172
2025-2-24 19:22:0,-446907.6284697382,170676.10542345818,-657363.7418862209
2025-2-24 19:22:0,-446905.3262409298,170677.6639736968,-657362.5179339275
2025-2-24 19:23:0,-446908.11330274027,170674.85935891446,-657363.4608426914
2025-2-24 19:23:0,-26567838.682810936,-13483349.648828082,-2002017.7330327854
2025-2-24 19:24:0,-446915.08870473783,170666.76233560618,-657361.9038339481
2025-2-24 19:24:0,-26541084.710305247,-13469364.532339431,-2000640.8053150997
2025-2-24 19:25:0,-446913.99924639147,170669.63044045147,-657362.6412726268
2025-2-24 19:25:0,-26529271.88384751,-13463187.434863545,-2000034.9452780113
2025-2-24 19:26:0,-446910.1155722467,170673.4257913309,-657363.6459270343
2025-2-24 19:26:0,-26525175.58045784,-13461045.008166753,-1999820.5392795429
2025-2-24 19:27:0,-26524129.572810803,-13460497.559997119,-1999766.677710615
2025-2-24 19:27:0,-446904.6926713316,170677.47638303813,-657359.9453483447
2025-2-24 19:28:0,-26525795.135794673,-13461369.114630558,-1999854.0075977668
2025-2-24 19:28:0,-26527813.75254873,-13462424.090122841,-1999958.2203217372
2025-2-24 19:29:0,-26530071.359424148,-13463605.222434543,-2000075.0599919185
2025-2-24 19:29:0,-19853008.732069124,-12440549.74828691,8384424.188535549
2025-2-24 19:30:0,-9987903.695215765,-6093805.096098475,4049216.1055783406
2025-2-24 19:30:0,-5055349.877704251,-2920431.2604423533,1881613.2722106352
2025-2-24 19:31:0,-2589072.6939930646,-1333743.9564087016,797811.693494834
2025-2-24 19:31:0,-1355934.210581067,-540401.1429628057,255911.84550908953
2025-2-24 19:32:0,-739366.8924605353,-143732.0706027371,-15038.777846895158
2025-2-24 19:32:0,-431081.7487170128,54603.90998721894,-150513.51543780416
2025-2-24 19:33:0,-276939.0711731715,153772.76595532175,-218251.282834135
2025-2-24 19:33:0,-199867.3259543134,203357.06670413192,-252119.81872519106
2025-2-24 19:34:0,-161331.77175496798,228148.34426162418,-269052.8517367467
2025-2-24 19:34:0,-142064.60603248607,240544.06030712303,-277521.61724372953
2025-2-24 19:35:0,-132431.28791707288,246741.34903346773,-281755.51070126146
2025-2-24 19:35:0,-127612.46627369057,249843.59582834717,-283871.40855451673
2025-2-24 19:36:0,-125203.01344318967,251394.59824991997,-284929.9714007005
2025-2-24 19:36:0,-123999.63156931382,252168.6941548365,-285460.4831486568
2025-2-24 19:37:0,-123399.97343998682,252551.62046841558,-285724.4366436824
2025-2-24 19:37:0,-123100.24142647814,252743.74501342353,-285857.7457158193
2025-2-24 19:38:0,-122949.47152874898,252840.7436898726,-285923.6424337253
2025-2-24 19:38:0,9137800.294192854,14031373.175267406,2312887.0930849686
2025-2-24 19:39:0,13767133.472664561,20919088.251948945,3612001.950731136
2025-2-24 19:39:0,16080795.489118066,24361451.409094192,4261277.049933352
2025-2-24 19:40:0,17236661.248296697,26081197.179761536,4585643.611640193
2025-2-24 19:40:0,17813666.158903066,26939688.287588723,4747566.334789313
2025-2-24 19:41:0,18101279.144339334,27367612.121455736,4828277.728329875
2025-2-24 19:41:0,18244237.08455449,27580310.995448716,4868395.813228704
2025-2-24 19:42:0,18314903.851304714,27685452.629712813,4888226.538515009
2025-2-24 19:42:0,18349464.982889604,27736873.334842585,4897925.369973101
2025-2-24 19:43:0,-261522.4550154237,46537.661091663205,-324919.6183966026
2025-2-24 19:43:0,-261523.97002738994,46535.68082844492,-324919.7028137073
2025-2-24 19:44:0,-261523.93607390206,46535.368624784314,-324918.97995670885
2025-2-24 19:44:0,-261524.53244808596,46535.06043418523,-324919.714426063
2025-2-24 19:45:0,-261524.23778921645,46534.88742154118,-324919.3413906321
2025-2-24 19:45:0,-2172863.2583041517,-2940694.777401022,-279406.5182536766
2025-2-24 19:46:0,-2172865.7648749677,-2940698.6825962584,-279407.144357644
2025-2-24 19:46:0,-2172874.982080969,-2940713.3681107084,-279405.8623809442
2025-2-24 19:47:0,-2172862.988259825,-2940694.7629318754,-279405.6635716185
2025-2-24 19:47:0,-2172861.003381285,-2940690.7142639677,-279406.93334224075
2025-2-24 19:48:0,-2172862.261005911,-2940693.1038389723,-279406.44716306776
2025-2-24 19:48:0,-2172864.922297987,-2940697.20804315,-279405.1361252591
2025-2-24 19:49:0,-2172865.6163592665,-2940698.377172522,-279406.45585849136
2025-2-24 19:49:0,-2172866.8797269193,-2940700.2563629667,-279407.61486100405
2025-2-24 19:50:0,-2172862.033313307,-2940692.72199922,-279406.87796940655
2025-2-24 19:50:0,-2172874.9291663496,-2940713.0282230894,-279405.3208740577
2025-2-24 19:51:0,-2172853.4283032743,-2940679.669349722,-279405.39502152056
2025-2-24 19:51:0,-2172859.812887701,-2940689.486681036,-279406.2439433262
2025-2-24 19:52:0,-2172863.598114523,-2940695.4531937162,-279405.68339591473
2025-2-24 19:52:0,-2172865.494388136,-2940697.9801178495,-279405.4340745434
2025-2-24 19:53:0,-2172867.0696921675,-2940700.643821768,-279406.26641019434
2025-2-24 19:53:0,-2172853.2537780134,-2940679.833436064,-279405.77783798426
2025-2-24 19:54:0,-2172856.468663725,-2940684.657657675,-279406.2333961949
2025-2-24 19:54:0,-2172861.934801611,-2940693.3729334394,-279405.3440648541
2025-2-24 19:55:0,-2172870.442038092,-2940706.01460462,-279406.52863576263
2025-2-24 19:55:0,-2172859.6771407453,-2940689.4255686323,-279405.7099488005
2025-2-24 19:56:0,-2172850.848752531,-2940675.8267288725,-279405.5805252418
2025-2-24 19:56:0,-2172856.104132208,-2940683.582364134,-279405.1885732338
2025-2-24 19:57:0,-2172855.515363249,-2940682.3644905607,-279405.345267348
2025-2-24 20:42:0,-8988385.541454349,-11007480.842817836,-10297570.710900627
2025-2-24 20:42:0,-4477122.162465367,-5305594.211878352,-5242868.709039532
2025-2-24 20:43:0,-2221489.29068664,-2454649.5417252104,-2715518.097222291
2025-2-24 20:43:0,-1093664.043503317,-1029165.4797187371,-1451836.3517384157
2025-2-24 20:44:0,-529760.3799522249,-316435.192873053,-820001.4059236869
2025-2-24 20:44:0,-247813.5511484472,39923.45620555457,-504088.60148056597
2025-2-24 20:45:0,-106828.11431411188,218118.27138132628,-346121.7536693439
2025-2-24 20:45:0,-36344.837837251835,307203.4764842468,-267145.9030447826
2025-2-24 20:46:0,-1100.9581570951268,351748.9092812019,-227657.6457882747
2025-2-24 20:46:0,16522.468157497235,374023.5224394279,-207910.6856617555
2025-2-24 20:47:0,25331.72038814146,385157.2299453693,-198039.55188449472
2025-2-24 20:47:0,29739.609424558468,390728.9890551048,-193102.24821528047
2025-2-24 20:48:0,31938.146403280087,393507.3137845474,-190637.91205664724
2025-2-24 20:48:0,33042.32437082846,394902.97221321636,-189401.29732545465
2025-2-24 20:49:0,33596.748125282116,395603.653487392,-188780.49321445078
2025-2-24 20:49:0,33872.12692019064,395951.6630374866,-188471.27212341875
2025-2-24 20:50:0,34006.56764718611,396121.4428412395,-188320.0129667148
2025-2-24 20:50:0,34075.182903972454,396208.63814277225,-188243.88063617796
2025-2-24 20:51:0,34110.27437969763,396253.85332150036,-188204.4513369426
2025-2-24 20:51:0,34127.73581310827,396275.2159692722,-188184.0138560161
2025-2-24 20:52:0,34132.04829522688,396280.4054033237,-188178.45738121122
2025-2-24 20:52:0,34139.20164033491,396289.0788068252,-188170.28991755098
2025-2-24 20:53:0,34144.38327976782,396296.0506095367,-188165.98025353998
2025-2-24 20:53:0,34139.502052036114,396290.10886139446,-188169.77200826257
2025-2-24 20:54:0,34145.43888303358,396297.79396552616,-188164.70944388956
2025-2-24 20:54:0,34141.23550817091,396292.647471376,-188168.4564596042
2025-2-24 20:55:0,34140.42405411322,396291.52590865665,-188169.4374198541
2025-2-24 20:55:0,34146.35347553808,396298.5957238155,-188164.30420991033
2025-2-24 20:56:0,34144.20579716284,396295.3255304771,-188166.26644750684
2025-2-24 20:56:0,34144.101716724224,396295.14069552,-188165.5266037807
2025-2-24 20:57:0,34142.80359884817,396294.3466555553,-188166.80842288584
2025-2-24 20:57:0,34143.71058627684,396295.21847385936,-188165.6529167518
2025-2-24 20:58:0,34144.88362738211,396297.13367337757,-188165.54974599928
2025-2-24 20:58:0,34145.04933091719,396296.41683668667,-188164.78474649042
2025-2-24 20:59:0,34145.85988399107,396297.04088038974,-188164.6048086509
2025-2-24 20:59:0,34146.2411274584,396298.2326452213,-188164.21442123502
2025-2-24 21:0:0,34147.729778972454,396299.7135903316,-188163.31398209184
2025-2-24 21:0:0,34143.96433087904,396294.70481438213,-188165.75284584612
2025-2-24 21:1:0,34147.502496686764,396299.63388628536,-188163.4075401649
2025-2-24 21:1:0,34145.20403143484,396296.46924371296,-188165.53739806265
2025-2-24 21:2:0,34141.502021756954,396292.8097323852,-188168.7668047771
2025-2-24 21:2:0,34149.308288064785,396302.65152568393,-188162.86746128649
2025-2-24 21:3:0,34145.62663194258,396297.6742944198,-188165.62128623575
2025-2-24 21:3:0,34146.03145405371,396298.24904460483,-188163.99699481577
2025-2-24 21:4:0,34146.0343310507,396297.87848753505,-188165.15387555212
2025-2-24 21:4:0,34142.12510248739,396293.39960355335,-188167.51079734415
2025-2-24 21:5:0,34146.59090468008,396298.39786858135,-188163.8365656957
2025-2-24 21:5:0,34145.28335520346,396296.8324021774,-188165.4143864736
2025-2-24 21:6:0,34146.631275382824,396299.2894410568,-188163.7310534343
2025-2-24 21:6:0,34146.27157613356,396298.1049940067,-188164.21525653452
2025-2-24 21:7:0,34145.301935640164,396297.7614762264,-188165.12166949362
2025-2-24 21:7:0,34143.96158763487,396296.09507889324,-188166.0961761102
2025-2-24 21:8:0,34142.60511490423,396293.6722604709,-188166.5650750026
2025-2-24 21:8:0,34145.90981074888,396297.4827260452,-188165.02241083235
2025-2-24 21:9:0,34144.63609811384,396296.36199135357,-188165.2667319402
2025-2-24 21:9:0,34144.89338943083,396296.5782174545,-188165.0274881944
2025-2-24 21:10:0,34143.243076768704,396294.7588931995,-188166.5171054229
2025-2-24 21:10:0,34144.04761191923,396295.96927971416,-188166.42115100473
2025-2-24 21:11:0,34143.018512693234,396295.0282668548,-188167.04348095506
2025-2-24 21:11:0,34139.74643489439,396290.576766439,-188169.19373138994
2025-2-24 21:12:0,34143.539506879635,396295.3943252044,-188166.01864966005
2025-2-24 21:12:0,34149.728320566006,396301.93580717617,-188161.39213796705
2025-2-24 21:13:0,34145.40766545851,396296.571384378,-188164.97647091
2025-2-24 21:13:0,34150.35157462675,396304.15191216045,-188161.17829748243
2025-2-24 21:14:0,34143.134767261334,396294.5888003784,-188167.66276153177
2025-2-24 21:14:0,34141.4767446192,396292.86892218166,-188168.99780925363
2025-2-24 21:15:0,34148.67319223005,396301.52563423687,-188163.57108362764
2025-2-24 21:15:0,34144.52399870474,396296.79796142154,-188165.84713038057
2025-2-24 21:16:0,34145.00917336065,396296.4034168201,-188166.0701272115
2025-2-24 21:16:0,34143.13888594229,396294.44488997036,-188167.18480046839
2025-2-24 21:17:0,34138.27396008093,396289.6166657882,-188171.1614826545
2025-2-24 21:17:0,34144.36437865812,396296.6660160499,-188166.4687044248
2025-2-24 21:18:0,34145.784566846676,396298.27120561176,-188165.12099739164
2025-2-24 21:18:0,34147.10677095968,396299.7816633659,-188164.1564972028
2025-2-24 21:19:0,34144.97026869375,396297.46212000423,-188165.74641307443
2025-2-24 21:19:0,34141.007417884655,396292.73289889866,-188168.57860454172
2025-2-24 21:20:0,-34479907.05873989,-43416222.12206166,-21316651.526008777
