Observation Time,X,Y,Z
2025-2-24 15:18:0,268593.8858515145,-621317.4442498365,-190077.67227280326
2025-2-24 15:19:0,268594.1011542054,-621317.1254215508,-190077.7562177647
2025-2-24 15:19:0,268593.87086087,-621317.565792402,-190077.93012900185
2025-2-24 15:20:0,268593.80007722694,-621317.745192061,-190078.0862732716
2025-2-24 15:20:0,268593.8801015252,-621317.4019651886,-190077.9733813759
2025-2-24 15:21:0,268593.8222223986,-621317.5078869348,-190078.12508269213
2025-2-24 15:21:0,268593.8352335999,-621317.4570518795,-190077.96808364894
2025-2-24 15:22:0,268593.9592825109,-621317.7638831323,-190077.9414959289
2025-2-24 15:22:0,268593.6108008446,-621317.5657934144,-190078.32070819382
2025-2-24 15:23:0,268593.6972333435,-621317.4118905214,-190078.05511911586
2025-2-24 15:23:0,268593.5389332529,-621317.413069478,-190077.58750179317
2025-2-24 15:24:0,268594.0063503077,-621317.1630990149,-190077.7147647515
2025-2-24 15:24:0,268594.08990535233,-621317.5167056022,-190077.9020239478
2025-2-24 15:25:0,268594.02195559535,-621317.4461633933,-190077.92006118596
2025-2-24 15:25:0,268593.9313835325,-621317.1680134533,-190077.75215250626
2025-2-24 15:26:0,268593.78860291094,-621317.1320942116,-190077.4787092572
2025-2-24 15:26:0,268593.972220893,-621317.0851839276,-190077.79575736076
2025-2-24 15:27:0,268594.14825796057,-621317.5140987763,-190078.1577565316
2025-2-24 15:27:0,268593.9437556043,-621317.5161795698,-190077.67397187278
2025-2-24 15:28:0,268593.9885394694,-621317.3591891208,-190077.7763368385
2025-2-24 15:28:0,268593.9466239298,-621316.9645200537,-190077.63288316876
2025-2-24 15:29:0,268594.2418203,-621316.4232986493,-190077.0096198283
2025-2-24 15:29:0,268594.0600337554,-621316.6141669468,-190077.0849842569
2025-2-24 15:30:0,268593.8935321225,-621317.0427116898,-190077.8116264362
2025-2-24 15:30:0,268593.9211153863,-621317.1298174595,-190077.55815369077
2025-2-24 15:31:0,268593.9868242992,-621316.7276608942,-190077.58769734297
2025-2-24 15:31:0,268593.7075478053,-621317.1825345799,-190077.68975522928
2025-2-24 15:32:0,268593.94318803865,-621317.4199183208,-190077.58229088597
2025-2-24 15:32:0,268594.0267634811,-621317.4786706602,-190077.6061361963
2025-2-24 15:33:0,268593.83871487156,-621316.9382395584,-190077.33345220517
2025-2-24 15:33:0,268593.83296291996,-621317.0153957789,-190077.53119304404
2025-2-24 15:34:0,268593.6831161743,-621317.1381557246,-190077.6768737631
2025-2-24 15:34:0,268593.8056433862,-621317.2067632319,-190077.6315798862
2025-2-24 15:35:0,268593.7370659001,-621317.2876780105,-190077.7315289108
2025-2-24 15:35:0,268594.1008521868,-621317.1901328356,-190077.8610172663
2025-2-24 15:36:0,268593.8760370854,-621316.819199791,-190077.70625935122
2025-2-24 15:36:0,268593.9291359894,-621316.6063943391,-190077.37215807103
2025-2-24 15:37:0,268594.01219606586,-621316.9449440723,-190077.7070587203
2025-2-24 15:37:0,268593.9413385354,-621316.9558493474,-190077.8826242257
2025-2-24 15:38:0,268593.82386314217,-621317.3491805827,-190077.62843444198
2025-2-24 15:38:0,268593.8386280611,-621317.1322365587,-190077.3111438509
2025-2-24 15:39:0,268594.1061968403,-621317.1013513913,-190077.71593942307
2025-2-24 15:39:0,268594.0797136398,-621317.359386076,-190077.79668856505
2025-2-24 15:40:0,268594.08244177606,-621317.7856892922,-190078.18173402548
2025-2-24 15:40:0,268593.8105941592,-621317.762998522,-190077.96636376437
2025-2-24 15:41:0,268593.97095663194,-621317.6856114098,-190077.64676606748
2025-2-24 15:41:0,268593.9097740222,-621317.1819662226,-190077.3989951238
2025-2-24 15:42:0,268593.86961753573,-621317.3484889537,-190077.48806189653
2025-2-24 15:42:0,268593.8505804073,-621317.3600970877,-190077.5261481693
2025-2-24 15:43:0,268593.97069753613,-621317.1138677092,-190077.54153478332
2025-2-24 15:43:0,268593.9854618367,-621317.2073915114,-190077.70488316938
2025-2-24 15:44:0,268593.9198100809,-621316.8679128771,-190077.29966348968
2025-2-24 15:44:0,268593.95317981485,-621317.0098526345,-190077.61692170054
2025-2-24 15:45:0,268594.1908979034,-621316.7082047861,-190077.44267131668
2025-2-24 15:45:0,268593.89432489965,-621317.1627389423,-190077.92242623866
2025-2-24 15:46:0,268594.19014486857,-621317.3624211324,-190078.14273872785
2025-2-24 15:46:0,268594.02901813854,-621317.4043139692,-190077.71068392508
2025-2-24 15:47:0,268594.1006474728,-621317.5112124512,-190078.08059771545
2025-2-24 15:47:0,268593.79695068765,-621317.5543511442,-190077.7994363727
2025-2-24 15:48:0,268594.1447302727,-621317.4524974113,-190077.92679788452
2025-2-24 15:48:0,268594.1271083858,-621317.406787494,-190077.67509709112
2025-2-24 15:49:0,268594.25286966003,-621316.9908532703,-190077.6374909971
2025-2-24 15:49:0,268594.08035803493,-621316.6802802391,-190077.89629991725
2025-2-24 15:50:0,268594.06050041784,-621316.8269507007,-190077.63538239058
2025-2-24 15:50:0,293421.7466712203,-771852.31887749,-99259.51942712534
2025-2-24 15:51:0,293421.734212236,-771852.0108117278,-99259.62166782003
2025-2-24 15:51:0,293421.8429889581,-771851.841837425,-99259.4678424634
2025-2-24 15:52:0,293421.73501525586,-771851.9419719649,-99259.47327731829
2025-2-24 15:52:0,293421.57054274157,-771851.5820538879,-99259.22213915642
2025-2-24 15:53:0,293421.6798853008,-771851.7572741242,-99259.67918511666
2025-2-24 15:53:0,293422.1533506969,-771852.0099885372,-99259.56922045536
2025-2-24 15:54:0,293421.9165413743,-771852.0090248128,-99259.58830605913
2025-2-24 15:54:0,293421.9183707284,-771852.4819886032,-99259.66224374063
2025-2-24 15:55:0,293421.84073237097,-771852.2681879842,-99259.85059141926
2025-2-24 15:55:0,293421.56899008807,-771852.3207056036,-99259.56789596006
2025-2-24 15:56:0,293421.699322165,-771851.875016187,-99259.55058357399
2025-2-24 15:56:0,293421.69709497225,-771852.1748381604,-99259.54159635119
2025-2-24 15:57:0,293421.6516964701,-771852.0154175272,-99259.63487101626
2025-2-24 15:57:0,268593.66783450637,-621317.1373718472,-190077.3765357379
2025-2-24 15:58:0,293421.5186973023,-771852.1865662267,-99259.79401792213
2025-2-24 15:58:0,293421.77206004364,-771852.059927854,-99259.78732449748
2025-2-24 15:59:0,293421.3604584895,-771851.8452612045,-99259.41434452031
2025-2-24 15:59:0,293421.36703420244,-771852.2556348557,-99259.63559820224
2025-2-24 16:0:0,293421.9400347555,-771852.4128216958,-99259.63197912648
2025-2-24 16:0:0,293421.62517072074,-771852.4026639762,-99259.59301088564
2025-2-24 16:1:0,293421.5957992268,-771852.1366045538,-99259.76517690532
2025-2-24 16:1:0,293421.59874171624,-771852.0653806648,-99259.7810857743
2025-2-24 16:2:0,293421.5242857225,-771851.8294934791,-99259.38268110901
2025-2-24 16:2:0,293421.449766587,-771852.6186631027,-99259.39610331692
2025-2-24 16:3:0,293421.9568332317,-771851.7415161546,-99259.76326733269
2025-2-24 16:3:0,293421.61710670823,-771851.9512888344,-99259.54965530336
2025-2-24 16:4:0,293421.7418484194,-771852.1217448969,-99260.01887776423
2025-2-24 16:4:0,293421.5551231848,-771852.0035330186,-99259.6076150937
2025-2-24 16:5:0,293421.42192820413,-771852.1524821878,-99259.25826573186
2025-2-24 16:5:0,293421.4508959572,-771852.2558858953,-99259.56187140197
2025-2-24 16:6:0,293421.3341218722,-771852.4511687693,-99259.17296184786
2025-2-24 16:6:0,293421.53477919474,-771851.7884357262,-99259.5168214161
2025-2-24 16:7:0,293421.4501473992,-771852.5814021889,-99259.70213607978
2025-2-24 16:7:0,293421.41296100896,-771852.6690314014,-99259.68588993698
2025-2-24 16:8:0,293421.7964335778,-771851.836101769,-99259.66809207667
2025-2-24 16:8:0,293421.5062349783,-771852.0804487905,-99259.6129185129
2025-2-24 16:9:0,293421.51833562925,-771852.0320234977,-99259.78833312634
2025-2-24 16:9:0,293421.5318777808,-771852.1659821374,-99259.64298821986
2025-2-24 16:10:0,293421.6330439211,-771852.2904686772,-99259.52609871328
2025-2-24 16:10:0,293421.79036105843,-771851.8266387911,-99259.6649462264
2025-2-24 16:11:0,293422.2766700052,-771851.9278107141,-99260.17773784604
2025-2-24 16:11:0,293422.2026748811,-771851.9382240798,-99259.9273635028
2025-2-24 16:12:0,293421.8586108838,-771852.2207150005,-99259.98855111655
2025-2-24 16:12:0,293421.89539285237,-771852.4078374122,-99259.78330080956
2025-2-24 16:13:0,293421.63316745777,-771852.4448827704,-99259.61582106166
2025-2-24 16:13:0,293421.8668521894,-771851.8154995245,-99259.3326967312
2025-2-24 16:14:0,293421.8438464124,-771851.6857750807,-99259.71322318073
2025-2-24 16:14:0,268593.7859199401,-621317.3980443922,-190077.65859031957
2025-2-24 16:15:0,268593.80993482936,-621317.6729552287,-190077.52106008306
2025-2-24 16:15:0,268593.5697298525,-621317.7882072784,-190077.45522584673
2025-2-24 16:16:0,268593.71236501914,-621317.5126886179,-190077.43498825654
2025-2-24 16:16:0,268593.38993922155,-621317.2988278212,-190077.12194729783
2025-2-24 16:17:0,268593.89092753734,-621317.6456346202,-190077.98292465135
2025-2-24 16:17:0,268593.75133525115,-621317.3656904416,-190077.68092086725
2025-2-24 16:18:0,3393378.4809157355,4630192.02752743,-1325803.3245777898
2025-2-24 16:18:0,268593.8569251383,-621317.4406132537,-190077.73897920735
2025-2-24 16:19:0,1826274.5567629142,1996519.0917980927,-756227.9951335713
2025-2-24 16:19:0,1042722.3915239805,679682.1257501317,-471440.4242779277
2025-2-24 16:20:0,650946.1666037133,21263.395761832857,-329046.72045055684
2025-2-24 16:20:0,455058.36026598234,-307945.4972047473,-257849.68293878064
2025-2-24 16:21:0,357114.27415095735,-472550.13341059326,-222251.272910038
2025-2-24 16:21:0,308142.6074900022,-554852.0077681288,-204451.97474969365
2025-2-24 16:22:0,283656.88706635777,-596003.1868894545,-195552.61062177178
2025-2-24 16:22:0,271413.1689443672,-616578.7482686483,-191102.49677097332
2025-2-24 16:23:0,265292.2698494354,-626867.1808192076,-188877.78247946966
2025-2-24 16:23:0,262230.8449959392,-632011.0296193885,-187764.79765368067
2025-2-24 16:24:0,260700.62789589632,-634582.711156816,-187208.76331411768
2025-2-24 16:24:0,268593.6972717522,-621316.5597229449,-190077.45458387118
2025-2-24 16:25:0,268593.6581765609,-621316.728918189,-190077.59253208898
2025-2-24 16:25:0,268593.6753523508,-621317.2297319237,-190077.44031836092
2025-2-24 16:26:0,268594.04918998387,-621316.3480649327,-190077.7092836937
2025-2-24 16:26:0,268593.9662944218,-621316.8423403443,-190077.72706285212
2025-2-24 16:27:0,268594.4354437394,-621317.233512366,-190077.94620757736
2025-2-24 16:27:0,268594.2651099572,-621317.3564276078,-190077.54415478
2025-2-24 16:28:0,268594.45758740697,-621316.9152119306,-190077.75512266066
2025-2-24 16:28:0,268593.7572903754,-621316.8561723891,-190077.47367133852
2025-2-24 16:29:0,268593.72605162207,-621316.9141692237,-190077.16711339168
2025-2-24 16:29:0,268593.34500537626,-621317.3152453478,-190077.15619857237
2025-2-24 16:30:0,268594.01492882986,-621316.9473696852,-190077.8669387726
2025-2-24 16:30:0,268593.49541308824,-621316.8289822636,-190077.3750494048
2025-2-24 16:31:0,268593.89242874924,-621317.1255426591,-190077.62262859568
2025-2-24 16:31:0,268593.87402492017,-621316.9430757517,-190077.90215763822
2025-2-24 16:32:0,268594.52062382735,-621317.1537593582,-190078.1646293616
2025-2-24 16:32:0,268594.2932970477,-621317.4853396842,-190078.02018053643
2025-2-24 16:33:0,268594.4007150633,-621317.4572458321,-190077.73565253057
2025-2-24 16:33:0,268594.2142588077,-621317.095527237,-190077.8777133096
2025-2-24 16:34:0,268594.3090958381,-621316.6594799438,-190077.8440159196
2025-2-24 16:34:0,268594.36316375434,-621316.3013105101,-190077.7690091338
2025-2-24 16:35:0,268593.96809451,-621316.8021435298,-190077.55874578469
2025-2-24 16:35:0,268593.49792041164,-621317.0634213386,-190077.26621052995
2025-2-24 16:36:0,268593.869854792,-621317.0401034055,-190077.55527997296
2025-2-24 16:36:0,268593.40605342854,-621317.0181735565,-190077.10636800248
2025-2-24 16:37:0,268593.7799938377,-621316.4688092906,-190077.51574867964
2025-2-24 16:37:0,268594.691185371,-621316.4201934484,-190078.19749046862
2025-2-24 16:38:0,268594.3063954087,-621316.2509488163,-190077.8075595498
2025-2-24 16:38:0,268593.5764271086,-621316.5850749013,-190077.5008250475
2025-2-24 16:39:0,268593.7479059519,-621316.3434287373,-190077.7720381366
2025-2-24 16:39:0,268593.80762846116,-621316.1652152014,-190077.81441964768
2025-2-24 16:40:0,3367150.3210061667,4586113.01800726,-1316270.401311811
2025-2-24 16:40:0,1813160.1027796352,1974479.7536345252,-751461.4534008931
2025-2-24 16:41:0,1036165.120714034,668661.9630244854,-469056.9194583222
2025-2-24 16:41:0,647667.7598266723,15753.33859587487,-327854.90354382247
2025-2-24 16:42:0,453419.87609973457,-310701.1881942402,-257254.29121727124
2025-2-24 16:42:0,356294.84629392903,-473928.05702796974,-221953.55583760608
2025-2-24 16:43:0,307732.09187477175,-555542.2461822492,-204302.52504741307
2025-2-24 16:43:0,283451.1524510989,-596347.8724378559,-195477.4180027973
2025-2-24 16:44:0,271311.33297464345,-616751.1349666191,-191065.5679810755
2025-2-24 16:44:0,265239.69254111964,-626951.5845482142,-188858.61584718525
2025-2-24 16:45:0,262204.6980945347,-632053.8398638966,-187755.60758399963
2025-2-24 16:45:0,260688.2300249273,-634604.7351204122,-187204.6741755195
2025-2-24 16:46:0,259928.4962585317,-635879.0603159058,-186928.27747033536
2025-2-24 16:46:0,259548.9240943389,-636517.0442368959,-186789.82950051315
2025-2-24 16:47:0,259360.26080925297,-636836.1209521189,-186721.56861567125
2025-2-24 16:47:0,259265.55286976788,-636993.8322190929,-186687.84581900854
2025-2-24 16:48:0,259217.90611013677,-637073.5083526743,-186670.5659450572
2025-2-24 16:48:0,259194.554964724,-637113.9262474158,-186661.83410817757
2025-2-24 16:49:0,259182.6075313771,-637134.0801751388,-186657.4066343233
2025-2-24 16:49:0,259176.7095985012,-637144.0528485503,-186655.40633916948
2025-2-24 16:50:0,259172.92018219177,-637149.9243931666,-186653.9560180232
2025-2-24 16:50:0,259170.6373963887,-637152.1133714027,-186652.85137019027
2025-2-24 16:51:0,259171.2678412022,-637153.2639804694,-186652.94451358914
2025-2-24 16:51:0,259170.34823208768,-637153.1508576504,-186652.66910065338
2025-2-24 16:52:0,259169.6263300376,-637152.769237451,-186652.33616753295
2025-2-24 16:52:0,259170.2854912458,-637153.7151638397,-186652.73320662417
2025-2-24 16:53:0,259170.84595316742,-637154.2740582495,-186653.2801987566
2025-2-24 16:53:0,259170.46943422128,-637154.6191840514,-186653.17932869866
2025-2-24 16:54:0,259169.45115680713,-637153.8586160836,-186652.5085837124
2025-2-24 16:54:0,259169.89806738775,-637153.9886512414,-186652.8793752417
2025-2-24 16:55:0,259170.4989948338,-637154.5293944397,-186652.62994352728
2025-2-24 16:55:0,259169.82247861195,-637155.2440927725,-186652.28240449354
2025-2-24 16:56:0,259169.55570472125,-637154.8173519785,-186652.53409181163
2025-2-24 16:56:0,259169.0024366388,-637153.889093613,-186652.41969927028
2025-2-24 16:57:0,259171.32535135467,-637155.9712217113,-186653.48749646638
2025-2-24 16:57:0,259170.35687805805,-637155.4134052226,-186652.83074129187
2025-2-24 16:58:0,259169.30214492697,-637155.0077187626,-186652.02466671355
2025-2-24 16:58:0,259169.32442589942,-637153.9266500769,-186652.19303489104
2025-2-24 16:59:0,268593.84490382206,-621316.5376045012,-190077.83004156128
2025-2-24 16:59:0,268594.31671598274,-621316.860506838,-190078.14792333636
2025-2-24 17:0:0,268593.97882299963,-621317.446812175,-190077.8538080491
2025-2-24 17:0:0,268593.1908146711,-621317.0388962848,-190077.50475315377
2025-2-24 17:1:0,268593.0700511029,-621316.8746195079,-190077.2936813049
2025-2-24 17:1:0,268593.0269774655,-621316.3333459904,-190077.4140520785
2025-2-24 17:2:0,268593.72076900955,-621317.3471674544,-190077.49663282
2025-2-24 17:2:0,706823.2001621993,-929416.7665341643,-389497.43032586575
2025-2-24 17:3:0,706822.9475365179,-929417.7175099344,-389497.5426046774
2025-2-24 17:3:0,706823.8211128013,-929417.7092073259,-389498.2016550489
2025-2-24 17:4:0,706824.9219115796,-929417.363894887,-389499.3598361686
2025-2-24 17:4:0,706825.4891628819,-929416.8136649502,-389499.40518226847
2025-2-24 17:5:0,706825.0086670117,-929416.9403161292,-389499.570581615
2025-2-24 17:5:0,3488544.7133698137,559846.8483628707,-2211940.9204593524
2025-2-24 17:6:0,3488541.6107470663,559845.6064401346,-2211939.025099121
2025-2-24 17:6:0,3488537.4831308993,559844.4815729337,-2211935.875367962
2025-2-24 17:7:0,3488538.009846178,559844.5154973941,-2211936.266792141
2025-2-24 17:7:0,3488542.4802033575,559846.4362364488,-2211938.927524172
2025-2-24 17:8:0,3488539.423701969,559844.3427757698,-2211937.27681192
2025-2-24 17:8:0,3488538.6820346983,559844.0883181768,-2211936.508229576
2025-2-24 17:9:0,3488543.58032724,559846.0138155895,-2211939.715353571
2025-2-24 17:9:0,3488540.720349041,559845.5500091987,-2211938.027352892
2025-2-24 17:10:0,3488543.597357002,559846.7362982708,-2211939.837184511
2025-2-24 17:10:0,3488538.3221141966,559845.2806969362,-2211936.277124487
2025-2-24 17:11:0,3488543.282123533,559846.713841744,-2211939.4986391887
2025-2-24 17:11:0,3488541.327760664,559845.9622866588,-2211938.5213838443
2025-2-24 17:12:0,3488544.9670486124,559847.2906016784,-2211941.100804411
2025-2-24 17:12:0,3488541.715875593,559845.3200480419,-2211938.796051584
2025-2-24 17:13:0,3488540.032974926,559845.3368535715,-2211937.586789213
2025-2-24 17:13:0,3488539.966739145,559845.1347064453,-2211937.779756151
2025-2-24 17:14:0,3488540.597598997,559845.2942788082,-2211938.050333582
2025-2-24 17:14:0,3488536.2015075358,559843.5742970186,-2211935.1107383594
2025-2-24 17:15:0,3488540.9595744284,559845.7251860576,-2211938.1622465476
2025-2-24 17:15:0,3488542.4617652567,559846.4367203193,-2211938.835654579
2025-2-24 17:16:0,3488543.271607843,559846.6041039901,-2211939.522730671
2025-2-24 17:16:0,3488540.4736358793,559845.3776390033,-2211937.90980538
2025-2-24 17:17:0,3488538.3550357493,559844.656208344,-2211936.6551090106
2025-2-24 17:17:0,3488540.781374422,559845.7424228864,-2211937.943122469
2025-2-24 17:18:0,3488538.0260326536,559843.9770113903,-2211936.150639616
2025-2-24 17:18:0,3488541.3486883314,559845.9028267341,-2211938.541422449
2025-2-24 17:19:0,3488541.0745849283,559845.4947440105,-2211937.7616115436
2025-2-24 17:19:0,3488539.761476484,559845.7318108755,-2211937.2009666786
2025-2-24 17:20:0,3488539.080229488,559845.0993049818,-2211936.939253174
